ID,Name in English,Degree of endangerment,Country,Country code alpha 3
2612,Te'un (Te'un Island),Extinct,Indonesia,IDN
2064,Tetete,Extinct,Ecuador,ECU
799,Tillamook,Extinct,United States of America,USA
1738,Togoyo,Extinct,Sudan,SDN
16,Tonjon,Extinct,Côte d'Ivoire,CIV
1815,Torá,Extinct,Brazil,BRA
2400,Tsetsaut,Extinct,Canada,CAN
1534,Tunica,Extinct,United States of America,USA
778,Tututni,Extinct,United States of America,USA
794,Twana,Extinct,United States of America,USA
644,Ubykh (Caucasus),Extinct,Russian Federation,RUS
1062,Ubykh (Turkey),Extinct,Turkey,TUR
1811,Umutina,Extinct,Brazil,BRA
797,Upper Chehalis,Extinct,United States of America,USA
777,Upper Umpqua,Extinct,United States of America,USA
2709,Uruava,Extinct,Papua New Guinea,PNG
1624,Urupá,Extinct,Brazil,BRA
856,Ventureño,Extinct,United States of America,USA
662,Vilela,Extinct,Argentina,ARG
319,Wanai,Critically endangered,Venezuela (Bolivarian Republic of),VEN
2086,Wangkumara,Critically endangered,Australia,AUS
850,Wappo,Extinct,United States of America,USA
722,Western Mansi,Extinct,Russian Federation,RUS
774,Wiyot,Extinct,United States of America,USA
1881,Xakriabá,Extinct,Brazil,BRA
94,Yaaku,Extinct,Kenya,KEN
754,Yameo,Extinct,Peru,PER
252,Yir Yoront,Extinct,Australia,AUS
2713,Yoba,Extinct,Papua New Guinea,PNG
1601,Yola,Extinct,Ireland,IRL
509,Yug,Extinct,Russian Federation,RUS
849,Yuki,Extinct,United States of America,USA
510,Yurats,Extinct,Russian Federation,RUS
610,Yurutí (Brazil),Extinct,Brazil,BRA
21,Zeem,Extinct,Nigeria,NGA
131,|'Auni,Extinct,South Africa,ZAF
136,|Xam,Extinct,South Africa,ZAF
1443,ǁKu ǁ'e,Extinct,South Africa,ZAF
1445,ǁKx'au,Extinct,South Africa,ZAF
130,ǁXegwi,Extinct,South Africa,ZAF
1177,A'tong,Severely endangered,India,IND
2186,Aché,Definitely endangered,Paraguay,PRY
118,Akie,Critically endangered,United Republic of Tanzania,TZA
1993,Akuriyo,Critically endangered,Suriname,SUR
1011,Alemannic,Vulnerable,Germany,DEU
1011,Alemannic,Vulnerable,Austria,AUT
1011,Alemannic,Vulnerable,France,FRA
1011,Alemannic,Vulnerable,Italy,ITA
1011,Alemannic,Vulnerable,Liechtenstein,LIE
1011,Alemannic,Vulnerable,Switzerland,CHE
1975,Amami,Definitely endangered,Japan,JPN
2477,Amok,Critically endangered,China,CHN
2477,Amok,Critically endangered,Lao People's Democratic Republic,LAO
2477,Amok,Critically endangered,Myanmar,MMR
2477,Amok,Critically endangered,Thailand,THA
2478,Angku,Critically endangered,Myanmar,MMR
333,Auvergnat,Severely endangered,France,FRA
2714,Balti,Vulnerable,India,IND
2714,Balti,Vulnerable,Pakistan,PAK
1334,Baraba Tatar,Severely endangered,Russian Federation,RUS
1961,Baré (Venezuela),Critically endangered,Venezuela (Bolivarian Republic of),VEN
1019,Bavarian,Vulnerable,Germany,DEU
1019,Bavarian,Vulnerable,Austria,AUT
1019,Bavarian,Vulnerable,Hungary,HUN
1019,Bavarian,Vulnerable,Italy,ITA
1019,Bavarian,Vulnerable,Switzerland,CHE
1019,Bavarian,Vulnerable,Czech Republic,CZE
2087,Bay Islands Creole,Critically endangered,Honduras,HND
1581,Bellari,Critically endangered,India,IND
2062,Berbice Dutch Creole,Critically endangered,Guyana,GUY
1607,Bhalesi,Definitely endangered,India,IND
2465,Brao,Severely endangered,Cambodia,KHM
2465,Brao,Severely endangered,Lao People's Democratic Republic,LAO
2465,Brao,Severely endangered,Viet Nam,VNM
2396,Bungee,Critically endangered,Canada,CAN
1521,Burgundian,Severely endangered,France,FRA
2016,Cabiyarí,Critically endangered,Colombia,COL
2185,Cappadocian Greek (Greece),Critically endangered,Greece,GRC
2038,Carabayo,Extinct,Colombia,COL
1659,Cavineña,Definitely endangered,Bolivia (Plurinational State of),BOL
804,Cayuga (Canada),Critically endangered,Canada,CAN
2486,Central Asian Arabic,Definitely endangered,Uzbekistan,UZB
2486,Central Asian Arabic,Definitely endangered,Tajikistan,TJK
2486,Central Asian Arabic,Definitely endangered,Afghanistan,AFG
1520,Champenois,Severely endangered,Belgium,BEL
1520,Champenois,Severely endangered,France,FRA
697,Chichimec,Vulnerable,Mexico,MEX
256,Chinook Jargon,Critically endangered,United States of America,USA
888,Chiwere,Extinct,United States of America,USA
2464,Chuang,Critically endangered,Cambodia,KHM
367,Corfiot Italkian,Critically endangered,Greece,GRC
339,Cornish,Critically endangered,United Kingdom of Great Britain and Northern Ireland,GBR
1335,Crimean Turkish,Severely endangered,Ukraine,UKR
2004,Desano (Colombia),Definitely endangered,Colombia,COL
2217,Domari,Severely endangered,Egypt,EGY
2217,Domari,Severely endangered,Israel,ISR
2217,Domari,Severely endangered,Jordan,JOR
2217,Domari,Severely endangered,Lebanon,LBN
2217,Domari,Severely endangered,Libyan Arab Jamahiriya,LBY
2217,Domari,Severely endangered,Palestine,PSE
2217,Domari,Severely endangered,Syrian Arab Republic,SYR
1596,East Franconian,Vulnerable,Germany,DEU
1596,East Franconian,Vulnerable,Czech Republic,CZE
721,Eastern Mansi,Critically endangered,Russian Federation,RUS
2474,En,Critically endangered,Myanmar,MMR
478,Even (Kamtchatka),Severely endangered,Russian Federation,RUS
471,Even (Siberia),Severely endangered,Russian Federation,RUS
674,Evenki (Northern Siberia),Severely endangered,Russian Federation,RUS
495,Evenki (Sakhalin),Severely endangered,Russian Federation,RUS
2450,Evenki (Southern Siberia),Severely endangered,Mongolia,MNG
2450,Evenki (Southern Siberia),Severely endangered,Russian Federation,RUS
2215,Figuig,Vulnerable,Morocco,MAR
1522,Franc-Comtois,Severely endangered,France,FRA
1522,Franc-Comtois,Severely endangered,Switzerland,CHE
354,Gagauz (Deli Orman),Critically endangered,Bulgaria,BGR
673,Gagauz (South Balkans),Severely endangered,Greece,GRC
673,Gagauz (South Balkans),Severely endangered,The former Yugoslav Republic of Macedonia,MKD
673,Gagauz (South Balkans),Severely endangered,Turkey,TUR
2456,Gangou,Severely endangered,China,CHN
1346,Gottscheerish,Critically endangered,Slovenia,SVN
2052,Guaná,Critically endangered,Paraguay,PRY
2395,Han (Canada),Critically endangered,Canada,CAN
1493,Homshetsma (Caucasus),Severely endangered,Georgia,GEO
1493,Homshetsma (Caucasus),Severely endangered,Russian Federation,RUS
1492,Homshetsma (Turkey),Definitely endangered,Turkey,TUR
2203,Hulaula (Iran),Extinct,Iran (Islamic Republic of),IRN
2397,Huron-Wyandot (Canada),Critically endangered,Canada,CAN
2717,Jad,Definitely endangered,India,IND
2717,Jad,Definitely endangered,Pakistan,PAK
2469,Jahai,Critically endangered,Malaysia,MYS
2588,Javindo Creole,Critically endangered,Indonesia,IDN
2724,Jeju,Critically endangered,Republic of Korea,KOR
2019,Jitnu,Definitely endangered,Colombia,COL
374,Judezmo (Europe),Severely endangered,Albania,ALB
374,Judezmo (Europe),Severely endangered,Algeria,DZA
374,Judezmo (Europe),Severely endangered,Bosnia and Herzegovina,BIH
374,Judezmo (Europe),Severely endangered,Bulgaria,BGR
374,Judezmo (Europe),Severely endangered,Croatia,HRV
374,Judezmo (Europe),Severely endangered,Greece,GRC
374,Judezmo (Europe),Severely endangered,The former Yugoslav Republic of Macedonia,MKD
374,Judezmo (Europe),Severely endangered,Morocco,MAR
374,Judezmo (Europe),Severely endangered,Romania,ROU
374,Judezmo (Europe),Severely endangered,Turkey,TUR
374,Judezmo (Europe),Severely endangered,Serbia,SRB
2216,Juhur (Israel),Definitely endangered,Israel,ISR
1938,Kaurna,Critically endangered,Australia,AUS
2298,Kensiw (Malaysia),Critically endangered,Malaysia,MYS
2297,Kentak,Critically endangered,Malaysia,MYS
1608,Khasali,Definitely endangered,India,IND
1598,Kili,Severely endangered,Russian Federation,RUS
2723,Koro,Definitely endangered,India,IND
2467,Kraol,Critically endangered,Cambodia,KHM
2466,Kravet,Critically endangered,Cambodia,KHM
2460,Krueng,Severely endangered,Cambodia,KHM
2463,Kuay,Severely endangered,Cambodia,KHM
1974,Kunigami,Definitely endangered,Japan,JPN
140,Lakota,Critically endangered,Canada,CAN
537,Langrong,Critically endangered,India,IND
622,Lengua,Severely endangered,Paraguay,PRY
380,Livonian,Critically endangered,Latvia,LVA
1519,Lorrain,Severely endangered,Belgium,BEL
1519,Lorrain,Severely endangered,France,FRA
1497,Lua,Definitely endangered,Thailand,THA
2007,Macaguaje,Extinct,Colombia,COL
2005,Macuna (Colombia),Definitely endangered,Colombia,COL
623,Maká,Definitely endangered,Paraguay,PRY
1579,Manda,Critically endangered,India,IND
387,Manx,Critically endangered,United Kingdom of Great Britain and Northern Ireland,GBR
1992,Mawayana (Guyana),Critically endangered,Guyana,GUY
2468,Menri',Critically endangered,Malaysia,MYS
695,Michif,Critically endangered,Canada,CAN
2020,Miraña (Colombia),Severely endangered,Colombia,COL
1973,Miyako,Definitely endangered,Japan,JPN
1243,Mohawk (Ganienkeh),Definitely endangered,United States of America,USA
2517,Mohawk (Kahnawake),Definitely endangered,Canada,CAN
264,Mohawk (Kanatsiohareke),Definitely endangered,United States of America,USA
1381,Mohawk (Kanesatake),Definitely endangered,Canada,CAN
2516,Mohawk (Six nations),Definitely endangered,Canada,CAN
1325,Mohawk (Tyendinega),Definitely endangered,Canada,CAN
1324,Mohawk (Wahta),Definitely endangered,Canada,CAN
2208,Mok (Lao PDR),Definitely endangered,Lao People's Democratic Republic,LAO
2089,Mosquitia Creole,Definitely endangered,Nicaragua,NIC
2022,Muinane,Definitely endangered,Colombia,COL
265,Munsee (United States of America),Critically endangered,United States of America,USA
2189,Nivaclé,Vulnerable,Paraguay,PRY
464,Nivkh (Amur),Critically endangered,Russian Federation,RUS
348,Nogay (Crimea),Severely endangered,Ukraine,UKR
391,Nogay (Dobruja),Severely endangered,Romania,ROU
2021,Nonuya,Critically endangered,Colombia,COL
392,Norman,Severely endangered,France,FRA
500,Northern Altay,Severely endangered,Russian Federation,RUS
262,Northern Haida,Critically endangered,Canada,CAN
262,Northern Haida,Critically endangered,United States of America,USA
930,Northwestern Otomí,Vulnerable,Mexico,MEX
1998,Nukak,Definitely endangered,Colombia,COL
1976,Okinawan,Definitely endangered,Japan,JPN
2368,Oneida (Canada),Critically endangered,Canada,CAN
2368,Oneida (Canada),Critically endangered,United States of America,USA
2369,Onondaga (Canada),Critically endangered,Canada,CAN
2369,Onondaga (Canada),Critically endangered,United States of America,USA
1566,Padri,Vulnerable,India,IND
2470,Palaung,Severely endangered,Myanmar,MMR
2471,Pale,Severely endangered,Myanmar,MMR
2094,Panamanian Creole,Definitely endangered,Panama,PAN
2479,Pashayi,Vulnerable,Afghanistan,AFG
2589,Peco' Creole,Critically endangered,Indonesia,IDN
2459,Phnong,Severely endangered,Cambodia,KHM
402,Poitevin-Saintongeais,Severely endangered,France,FRA
2371,Potawatomi (Canada),Critically endangered,Canada,CAN
2718,Purik,Vulnerable,India,IND
2718,Purik,Vulnerable,Pakistan,PAK
795,Quinault,Extinct,United States of America,USA
2092,Rama Cay Creole,Definitely endangered,Nicaragua,NIC
1911,Reyesano,Critically endangered,Bolivia (Plurinational State of),BOL
1478,Rhenish Franconian,Vulnerable,Germany,DEU
1478,Rhenish Franconian,Vulnerable,France,FRA
2472,Riang,Critically endangered,Myanmar,MMR
2398,Rigolet Inuktitut,Critically endangered,Canada,CAN
2473,Rumai,Severely endangered,Myanmar,MMR
2457,Samrai,Critically endangered,Cambodia,KHM
2063,San Andres Creole,Vulnerable,Colombia,COL
2053,Sanapaná,Definitely endangered,Paraguay,PRY
409,Scanian,Vulnerable,Denmark,DNK
409,Scanian,Vulnerable,Sweden,SWE
2378,Seneca (Canada),Critically endangered,Canada,CAN
680,Siberian Tatar,Definitely endangered,Russian Federation,RUS
1994,Sikïiyana,Critically endangered,Suriname,SUR
2008,Siriano (Colombia),Definitely endangered,Colombia,COL
2462,So-ng,Critically endangered,Cambodia,KHM
97,Sogoo,Extinct,Kenya,KEN
672,South Jutish,Definitely endangered,Germany,DEU
672,South Jutish,Definitely endangered,Denmark,DNK
1473,Southern Paiute,Severely endangered,United States of America,USA
2715,Spiti,Vulnerable,India,IND
2715,Spiti,Vulnerable,Pakistan,PAK
2383,Squamish,Critically endangered,Canada,CAN
2461,Stieng,Severely endangered,Cambodia,KHM
1951,Tacana,Definitely endangered,Bolivia (Plurinational State of),BOL
2386,Tagish,Critically endangered,Canada,CAN
2476,Tailoi,Critically endangered,Myanmar,MMR
2011,Tanimuca-Letuama,Severely endangered,Colombia,COL
1960,Tapieté,Severely endangered,Argentina,ARG
1960,Tapieté,Severely endangered,Bolivia (Plurinational State of),BOL
1960,Tapieté,Severely endangered,Paraguay,PRY
2017,Tariana (Colombia),Critically endangered,Colombia,COL
1982,Taruma,Critically endangered,Guyana,GUY
3,Tasnusit,Severely endangered,Algeria,DZA
1059,Tat,Severely endangered,Azerbaijan,AZE
1495,Tati,Definitely endangered,Iran (Islamic Republic of),IRN
2012,Tatuyo,Definitely endangered,Colombia,COL
457,Tazy,Severely endangered,Russian Federation,RUS
2458,Tempuan,Severely endangered,Cambodia,KHM
2188,Toba-Maskoy,Severely endangered,Paraguay,PRY
447,Tolcha,Extinct,India,IND
2182,Touggourt Tamazight,Severely endangered,Algeria,DZA
2009,Tucano (Colombia),Vulnerable,Colombia,COL
2453,Tunisian Judeo-Arabic (Israel),Severely endangered,Israel,ISR
2391,Tuscarora (Canada),Critically endangered,Canada,CAN
2013,Tuyuca (Colombia),Definitely endangered,Colombia,COL
2192,Udi (Georgia),Severely endangered,Georgia,GEO
280,Unami,Extinct,United States of America,USA
2392,Upper Tanana (Canada),Critically endangered,Canada,CAN
1336,Urum,Definitely endangered,Georgia,GEO
1336,Urum,Definitely endangered,Russian Federation,RUS
1336,Urum,Definitely endangered,Ukraine,UKR
2475,Wa,Severely endangered,Myanmar,MMR
2014,Wanano / Kotiria (Colombia),Definitely endangered,Colombia,COL
2393,Western Abenaki (Canada),Critically endangered,Canada,CAN
283,Western Abenaki (United States of America),Extinct,United States of America,USA
2093,Wichi,Vulnerable,Argentina,ARG
2093,Wichi,Vulnerable,Bolivia (Plurinational State of),BOL
1971,Yaeyama,Severely endangered,Japan,JPN
1365,Yazva Komi,Severely endangered,Russian Federation,RUS
428,Yiddish (Europe),Definitely endangered,Germany,DEU
428,Yiddish (Europe),Definitely endangered,Austria,AUT
428,Yiddish (Europe),Definitely endangered,Belarus,BLR
428,Yiddish (Europe),Definitely endangered,Belgium,BEL
428,Yiddish (Europe),Definitely endangered,Denmark,DNK
428,Yiddish (Europe),Definitely endangered,Estonia,EST
428,Yiddish (Europe),Definitely endangered,Finland,FIN
428,Yiddish (Europe),Definitely endangered,France,FRA
428,Yiddish (Europe),Definitely endangered,Hungary,HUN
428,Yiddish (Europe),Definitely endangered,Italy,ITA
428,Yiddish (Europe),Definitely endangered,Latvia,LVA
428,Yiddish (Europe),Definitely endangered,Lithuania,LTU
428,Yiddish (Europe),Definitely endangered,Luxembourg,LUX
428,Yiddish (Europe),Definitely endangered,Republic of Moldova,MDA
428,Yiddish (Europe),Definitely endangered,Norway,NOR
428,Yiddish (Europe),Definitely endangered,Netherlands,NLD
428,Yiddish (Europe),Definitely endangered,Poland,POL
428,Yiddish (Europe),Definitely endangered,Romania,ROU
428,Yiddish (Europe),Definitely endangered,United Kingdom of Great Britain and Northern Ireland,GBR
428,Yiddish (Europe),Definitely endangered,Russian Federation,RUS
428,Yiddish (Europe),Definitely endangered,Slovakia,SVK
428,Yiddish (Europe),Definitely endangered,Sweden,SWE
428,Yiddish (Europe),Definitely endangered,Switzerland,CHE
428,Yiddish (Europe),Definitely endangered,Czech Republic,CZE
428,Yiddish (Europe),Definitely endangered,Ukraine,UKR
1972,Yonaguni,Severely endangered,Japan,JPN
2018,Yucuna,Definitely endangered,Colombia,COL
2015,Yurutí (Colombia),Definitely endangered,Colombia,COL
2716,Zangskari,Definitely endangered,India,IND
2716,Zangskari,Definitely endangered,Pakistan,PAK
2177,Zidgali,Critically endangered,Oman,OMN
